order_id,Product_ID,seller_id,order_date,delivery_date,expected_delivery_date,quantity
450,1042,93700,30-04-2021,05-05-2021,07-05-2021,1
451,1070,14170,25-08-2021,06-09-2021,07-09-2021,10
452,1015,2846,09-10-2021,22-10-2021,20-10-2021,5
453,1054,79640,13-08-2021,22-08-2021,21-08-2021,1
454,1060,6765,29-03-2021,12-04-2021,11-04-2021,1
455,1097,32044,04-04-2021,06-04-2021,04-04-2021,11
456,1008,24230,28-06-2021,20-07-2021,18-07-2021,13
457,1053,9250,04-03-2021,12-03-2021,11-03-2021,11
458,1060,4160,21-10-2021,10-11-2021,09-11-2021,8
459,1005,17208,18-06-2021,06-07-2021,07-07-2021,14
460,1068,81250,07-06-2021,17-06-2021,18-06-2021,2
461,1006,95780,14-02-2021,19-02-2021,18-02-2021,5
462,1096,88106,31-01-2021,20-02-2021,19-02-2021,3
463,1094,78307,16-03-2021,09-04-2021,08-04-2021,6
464,1047,28999,29-06-2021,25-07-2021,27-07-2021,13
465,1099,9530,21-05-2021,23-05-2021,21-05-2021,12
466,1055,13160,10-06-2021,05-07-2021,07-07-2021,6
467,1040,48950,24-02-2021,10-03-2021,12-03-2021,11
468,1052,4342,15-04-2021,17-04-2021,16-04-2021,2
469,1016,6624,27-04-2021,04-05-2021,03-05-2021,7
470,1013,30431,11-09-2021,04-10-2021,02-10-2021,8
471,1030,4182,08-07-2021,10-07-2021,08-07-2021,7
472,1019,4862,15-07-2021,29-07-2021,28-07-2021,10
473,1017,13275,19-05-2021,12-06-2021,10-06-2021,5
474,1063,89705,19-08-2021,09-09-2021,11-09-2021,15
475,1019,28625,27-05-2021,01-06-2021,30-05-2021,6
476,1092,18051,07-10-2021,02-11-2021,03-11-2021,10
477,1058,20550,20-06-2021,26-06-2021,24-06-2021,15
478,1055,35430,15-10-2021,23-10-2021,25-10-2021,9
479,1090,89245,27-06-2021,16-07-2021,14-07-2021,11
480,1090,12233,15-07-2021,05-08-2021,04-08-2021,12
481,1062,36881,20-08-2021,12-09-2021,10-09-2021,4
482,1023,2302,03-08-2021,09-08-2021,08-08-2021,1
483,1009,6455,15-03-2021,20-03-2021,21-03-2021,9
484,1012,9061,05-05-2021,31-05-2021,01-06-2021,5
485,1001,88372,08-01-2021,28-01-2021,30-01-2021,6
486,1058,34004,27-04-2021,08-05-2021,07-05-2021,6
487,1001,75400,09-01-2021,05-02-2021,06-02-2021,9
488,1034,28250,01-10-2021,26-10-2021,24-10-2021,10
489,1096,2082,30-08-2021,21-09-2021,23-09-2021,13
490,1048,25802,15-09-2021,29-09-2021,30-09-2021,8
491,1089,26185,24-02-2021,18-03-2021,16-03-2021,2
492,1001,97030,24-07-2021,07-08-2021,08-08-2021,15
493,1016,45585,24-04-2021,03-05-2021,01-05-2021,2
494,1061,88054,31-07-2021,15-08-2021,13-08-2021,10
495,1064,4717,10-08-2021,19-08-2021,21-08-2021,13
496,1063,38600,17-06-2021,27-06-2021,29-06-2021,10
497,1069,22410,07-07-2021,09-07-2021,08-07-2021,7
498,1022,82310,15-07-2021,23-07-2021,21-07-2021,1
499,1093,22753,24-10-2021,26-10-2021,25-10-2021,8
500,1067,89825,15-01-2021,24-01-2021,22-01-2021,4
501,1076,20540,16-02-2021,25-02-2021,27-02-2021,14
502,1026,9250,18-02-2021,07-03-2021,05-03-2021,13
503,1016,85301,19-08-2021,05-09-2021,03-09-2021,13
504,1051,4704,13-01-2021,08-02-2021,07-02-2021,8
505,1086,8080,17-08-2021,27-08-2021,29-08-2021,4
506,1057,62740,11-09-2021,27-09-2021,28-09-2021,12
507,1029,8072,20-06-2021,11-07-2021,13-07-2021,14
508,1078,7143,17-07-2021,01-08-2021,03-08-2021,1
509,1092,13050,02-01-2021,25-01-2021,23-01-2021,11
510,1069,52120,29-09-2021,01-10-2021,03-10-2021,14
511,1047,14055,22-08-2021,12-09-2021,14-09-2021,4
512,1094,35500,13-10-2021,05-11-2021,04-11-2021,3
513,1062,4772,24-05-2021,04-06-2021,05-06-2021,5
514,1069,13403,12-07-2021,22-07-2021,23-07-2021,8
515,1076,73808,23-05-2021,13-06-2021,14-06-2021,7
516,1016,24220,21-05-2021,26-05-2021,27-05-2021,12
517,1090,88058,23-06-2021,30-06-2021,29-06-2021,13
518,1090,35430,03-06-2021,18-06-2021,16-06-2021,6
519,1048,24315,23-08-2021,12-09-2021,11-09-2021,10
520,1085,13400,04-02-2021,01-03-2021,03-03-2021,11
521,1039,79130,17-03-2021,31-03-2021,01-04-2021,14
522,1100,2365,19-03-2021,05-04-2021,06-04-2021,13
523,1033,3562,25-04-2021,18-05-2021,17-05-2021,6
524,1094,4571,21-07-2021,01-08-2021,03-08-2021,13
525,1023,16202,25-09-2021,20-10-2021,18-10-2021,3
526,1010,93900,16-05-2021,22-05-2021,20-05-2021,10
527,1069,41820,13-09-2021,09-10-2021,10-10-2021,6
528,1100,48903,16-09-2021,07-10-2021,06-10-2021,7
529,1034,84025,10-01-2021,19-01-2021,20-01-2021,12
530,1052,29830,07-01-2021,23-01-2021,22-01-2021,6
531,1095,58407,14-01-2021,08-02-2021,10-02-2021,10
532,1010,22280,08-09-2021,20-09-2021,19-09-2021,13
533,1019,6140,04-06-2021,09-06-2021,10-06-2021,2
534,1058,6056,23-09-2021,26-09-2021,28-09-2021,2
535,1096,18110,25-01-2021,07-02-2021,06-02-2021,4
536,1001,4561,05-02-2021,21-02-2021,20-02-2021,7
537,1069,9321,14-02-2021,13-03-2021,11-03-2021,3
538,1004,56000,04-01-2021,26-01-2021,25-01-2021,7
539,1016,12246,03-01-2021,25-01-2021,24-01-2021,3
540,1024,20011,21-03-2021,30-03-2021,29-03-2021,13
541,1080,12604,20-08-2021,22-08-2021,20-08-2021,12
542,1002,3546,10-02-2021,14-02-2021,13-02-2021,9
543,1092,24750,28-07-2021,09-08-2021,10-08-2021,15
544,1032,11432,05-03-2021,14-03-2021,12-03-2021,15
545,1091,26083,21-06-2021,02-07-2021,01-07-2021,13
546,1084,2114,29-04-2021,19-05-2021,18-05-2021,1
547,1024,60834,19-10-2021,30-10-2021,29-10-2021,10
548,1012,85910,17-07-2021,26-07-2021,24-07-2021,14
549,1050,24360,02-06-2021,09-06-2021,07-06-2021,3
550,1035,28943,04-08-2021,09-08-2021,10-08-2021,15
551,1033,81670,16-09-2021,18-09-2021,20-09-2021,7
552,1033,9861,10-01-2021,17-01-2021,15-01-2021,15
553,1061,22631,06-03-2021,14-03-2021,12-03-2021,14
554,1051,22783,07-05-2021,26-05-2021,28-05-2021,4
555,1043,75265,03-09-2021,09-09-2021,11-09-2021,6
556,1012,57311,30-07-2021,01-08-2021,03-08-2021,9
557,1067,45810,19-04-2021,24-04-2021,23-04-2021,2
558,1065,27251,02-03-2021,18-03-2021,16-03-2021,5
559,1033,1536,03-03-2021,15-03-2021,17-03-2021,5
560,1040,1455,28-05-2021,05-06-2021,03-06-2021,1
561,1074,81540,15-02-2021,13-03-2021,15-03-2021,1
562,1043,24724,19-09-2021,03-10-2021,05-10-2021,4
563,1044,6114,04-07-2021,16-07-2021,14-07-2021,7
564,1029,1224,23-08-2021,19-09-2021,17-09-2021,2
565,1013,26265,25-02-2021,15-03-2021,17-03-2021,15
566,1012,6454,24-07-2021,10-08-2021,12-08-2021,3
567,1095,76875,21-06-2021,23-06-2021,21-06-2021,7
568,1046,89150,09-01-2021,22-01-2021,24-01-2021,12
569,1002,72548,16-03-2021,06-04-2021,04-04-2021,15
570,1035,31872,09-03-2021,14-03-2021,12-03-2021,4
571,1087,22440,02-02-2021,10-02-2021,12-02-2021,1
572,1081,88052,01-01-2021,06-01-2021,07-01-2021,15
573,1090,83880,02-01-2021,09-01-2021,10-01-2021,2
574,1008,32260,21-06-2021,03-07-2021,02-07-2021,1
575,1093,95050,14-08-2021,16-08-2021,18-08-2021,1
576,1026,91370,26-04-2021,05-05-2021,04-05-2021,12
577,1074,60135,20-02-2021,12-03-2021,14-03-2021,7
578,1090,20270,09-05-2021,12-05-2021,11-05-2021,5
579,1034,97110,28-03-2021,20-04-2021,22-04-2021,2
580,1007,21810,30-04-2021,09-05-2021,08-05-2021,10
581,1068,4649,09-05-2021,29-05-2021,30-05-2021,13
582,1058,17209,03-09-2021,18-09-2021,20-09-2021,13
583,1075,51021,07-04-2021,10-04-2021,08-04-2021,8
584,1029,23059,29-06-2021,01-07-2021,03-07-2021,15
585,1036,9415,20-03-2021,23-03-2021,25-03-2021,11
586,1089,55565,27-02-2021,22-03-2021,23-03-2021,15
587,1021,22631,08-09-2021,11-09-2021,09-09-2021,10
588,1036,29820,26-05-2021,20-06-2021,21-06-2021,11
589,1010,9850,25-06-2021,20-07-2021,22-07-2021,5
590,1073,75083,06-07-2021,15-07-2021,14-07-2021,15
591,1024,16700,18-06-2021,06-07-2021,08-07-2021,13
592,1064,25650,29-06-2021,07-07-2021,05-07-2021,7
593,1099,3122,21-02-2021,11-03-2021,09-03-2021,9
594,1049,8671,14-06-2021,23-06-2021,25-06-2021,6
595,1099,95170,09-03-2021,29-03-2021,31-03-2021,9
596,1036,9361,13-06-2021,27-06-2021,26-06-2021,1
597,1082,23076,04-08-2021,16-08-2021,15-08-2021,10
598,1096,12281,20-06-2021,05-07-2021,03-07-2021,8
599,1024,39900,23-09-2021,17-10-2021,19-10-2021,13
600,1023,28893,15-09-2021,16-09-2021,15-09-2021,6
601,1062,94080,13-06-2021,28-06-2021,26-06-2021,12
602,1096,51030,14-02-2021,07-03-2021,09-03-2021,10
603,1037,46100,30-08-2021,04-09-2021,02-09-2021,10
604,1012,5577,20-07-2021,13-08-2021,15-08-2021,10
605,1055,30380,20-08-2021,06-09-2021,08-09-2021,15
606,1013,8235,31-01-2021,08-02-2021,09-02-2021,6
607,1023,22755,19-10-2021,12-11-2021,13-11-2021,9
608,1089,28051,13-08-2021,15-08-2021,17-08-2021,1
609,1099,17512,22-04-2021,08-05-2021,07-05-2021,14
610,1030,35900,04-08-2021,31-08-2021,29-08-2021,13
611,1017,18070,01-05-2021,25-05-2021,27-05-2021,2
612,1062,23040,10-05-2021,12-05-2021,11-05-2021,3
613,1084,4617,23-05-2021,07-06-2021,05-06-2021,5
614,1089,78540,18-04-2021,03-05-2021,04-05-2021,2
615,1086,88045,31-01-2021,10-02-2021,11-02-2021,14
616,1013,21240,13-05-2021,14-05-2021,12-05-2021,6
617,1059,7072,30-08-2021,07-09-2021,09-09-2021,2
618,1019,9531,01-08-2021,26-08-2021,24-08-2021,1
619,1049,30881,25-02-2021,04-03-2021,03-03-2021,4
620,1100,22780,19-07-2021,01-08-2021,30-07-2021,12
621,1012,2452,16-07-2021,07-08-2021,06-08-2021,2
622,1061,35660,16-05-2021,07-06-2021,05-06-2021,13
623,1019,24240,20-10-2021,30-10-2021,28-10-2021,15
624,1076,14530,19-03-2021,08-04-2021,07-04-2021,9
625,1009,14745,17-07-2021,28-07-2021,30-07-2021,15
626,1071,13140,30-09-2021,17-10-2021,15-10-2021,15
627,1028,38442,03-04-2021,08-04-2021,09-04-2021,15
628,1078,32145,08-09-2021,28-09-2021,27-09-2021,10
629,1095,22775,07-08-2021,20-08-2021,22-08-2021,9
630,1052,12288,12-01-2021,31-01-2021,01-02-2021,7
631,1083,88505,14-04-2021,08-05-2021,07-05-2021,13
632,1016,72210,11-04-2021,17-04-2021,18-04-2021,9
633,1069,23090,02-07-2021,13-07-2021,11-07-2021,3
634,1099,6824,13-10-2021,23-10-2021,25-10-2021,13
635,1012,28997,15-07-2021,05-08-2021,06-08-2021,15
636,1025,21550,02-04-2021,07-04-2021,09-04-2021,12
637,1052,13482,06-08-2021,18-08-2021,20-08-2021,7
638,1085,92425,03-10-2021,17-10-2021,18-10-2021,11
639,1100,3805,30-03-2021,22-04-2021,20-04-2021,14
640,1053,15010,23-01-2021,26-01-2021,24-01-2021,15
641,1023,12081,10-03-2021,22-03-2021,24-03-2021,15
642,1016,60055,11-01-2021,26-01-2021,27-01-2021,10
643,1057,15775,18-05-2021,24-05-2021,25-05-2021,2
644,1039,7700,13-03-2021,22-03-2021,23-03-2021,5
645,1053,3575,19-08-2021,13-09-2021,11-09-2021,9
646,1042,23810,08-05-2021,28-05-2021,30-05-2021,14
647,1058,36800,06-02-2021,11-02-2021,12-02-2021,3
648,1039,39648,16-07-2021,19-07-2021,21-07-2021,7
649,1014,13063,28-07-2021,16-08-2021,17-08-2021,9
650,1095,87900,02-01-2021,15-01-2021,13-01-2021,13
651,1005,14409,22-05-2021,25-05-2021,23-05-2021,10
652,1035,27470,09-03-2021,27-03-2021,25-03-2021,13
653,1087,18190,19-02-2021,18-03-2021,19-03-2021,10
654,1093,26022,18-08-2021,30-08-2021,31-08-2021,9
655,1075,91751,25-05-2021,06-06-2021,04-06-2021,12
656,1018,29305,22-03-2021,23-03-2021,24-03-2021,6
657,1076,24812,22-07-2021,28-07-2021,30-07-2021,7
658,1009,36047,23-05-2021,05-06-2021,04-06-2021,12
659,1074,13486,30-09-2021,15-10-2021,14-10-2021,2
660,1058,28495,16-08-2021,25-08-2021,23-08-2021,9
661,1017,29090,14-09-2021,17-09-2021,15-09-2021,7
662,1007,20230,19-09-2021,29-09-2021,01-10-2021,3
663,1046,3429,09-04-2021,10-04-2021,11-04-2021,1
664,1013,89280,07-01-2021,20-01-2021,19-01-2021,10
665,1040,26013,10-03-2021,26-03-2021,24-03-2021,14
666,1042,13339,25-08-2021,11-09-2021,12-09-2021,9
667,1009,96211,23-03-2021,28-03-2021,29-03-2021,3
668,1050,95097,15-03-2021,30-03-2021,01-04-2021,4
669,1027,18550,18-06-2021,02-07-2021,30-06-2021,11
670,1066,25963,06-03-2021,01-04-2021,31-03-2021,15
671,1005,12995,22-06-2021,08-07-2021,06-07-2021,2
672,1029,56312,12-02-2021,25-02-2021,27-02-2021,3
673,1037,3178,05-02-2021,19-02-2021,21-02-2021,12
674,1038,59063,29-01-2021,05-02-2021,04-02-2021,13
675,1083,9950,05-06-2021,13-06-2021,11-06-2021,12
676,1008,80230,24-09-2021,11-10-2021,09-10-2021,7
677,1065,1526,05-07-2021,08-07-2021,09-07-2021,3
678,1086,9030,28-04-2021,14-05-2021,12-05-2021,3
679,1017,8431,05-03-2021,22-03-2021,21-03-2021,12
680,1071,8686,04-05-2021,22-05-2021,21-05-2021,4
681,1089,18900,10-10-2021,19-10-2021,17-10-2021,9
682,1045,47800,28-02-2021,18-03-2021,19-03-2021,14
683,1004,13845,01-01-2021,05-01-2021,04-01-2021,15
684,1036,4313,12-10-2021,17-10-2021,18-10-2021,5
685,1070,88085,06-08-2021,21-08-2021,19-08-2021,3
686,1031,39480,14-06-2021,15-06-2021,16-06-2021,5
687,1019,27170,30-03-2021,12-04-2021,14-04-2021,10
688,1061,76105,08-03-2021,29-03-2021,31-03-2021,5
689,1054,89227,03-10-2021,28-10-2021,30-10-2021,6
690,1039,20530,05-10-2021,26-10-2021,25-10-2021,9
691,1091,6414,03-04-2021,19-04-2021,18-04-2021,7
692,1074,13733,18-06-2021,05-07-2021,07-07-2021,14
693,1090,30882,29-04-2021,16-05-2021,17-05-2021,13
694,1019,4297,17-04-2021,11-05-2021,12-05-2021,14
695,1039,23058,01-07-2021,20-07-2021,18-07-2021,10
696,1067,85139,01-09-2021,27-09-2021,25-09-2021,3
697,1045,29057,20-07-2021,28-07-2021,30-07-2021,5
698,1013,27600,19-05-2021,13-06-2021,14-06-2021,10
699,1092,89900,29-01-2021,12-02-2021,11-02-2021,1
700,1058,26210,01-07-2021,26-07-2021,24-07-2021,6
701,1020,14405,28-08-2021,10-09-2021,12-09-2021,14
702,1092,40323,23-06-2021,14-07-2021,12-07-2021,13
703,1072,74825,07-02-2021,28-02-2021,26-02-2021,10
704,1061,3423,21-07-2021,27-07-2021,29-07-2021,1
705,1039,20561,14-01-2021,25-01-2021,23-01-2021,6
706,1001,9614,20-07-2021,21-07-2021,23-07-2021,8
707,1003,13840,12-05-2021,18-05-2021,17-05-2021,2
708,1077,2410,24-10-2021,10-11-2021,08-11-2021,5
709,1092,13346,17-06-2021,13-07-2021,12-07-2021,6
710,1062,5021,07-02-2021,08-02-2021,09-02-2021,15
711,1063,1008,22-06-2021,08-07-2021,10-07-2021,3
712,1025,12945,18-08-2021,29-08-2021,27-08-2021,3
713,1056,39401,14-07-2021,09-08-2021,11-08-2021,14
714,1033,71907,07-02-2021,19-02-2021,18-02-2021,14
715,1038,84061,19-10-2021,12-11-2021,14-11-2021,1
716,1006,13635,31-07-2021,26-08-2021,28-08-2021,9
717,1058,13412,11-03-2021,05-04-2021,03-04-2021,15
718,1044,15700,13-05-2021,20-05-2021,21-05-2021,2
719,1045,25585,19-09-2021,24-09-2021,26-09-2021,15
720,1032,50960,12-03-2021,23-03-2021,25-03-2021,14
721,1045,2374,28-08-2021,04-09-2021,02-09-2021,12
722,1061,11310,24-10-2021,20-11-2021,19-11-2021,15
723,1047,55570,03-10-2021,16-10-2021,15-10-2021,10
724,1021,31975,04-03-2021,28-03-2021,27-03-2021,10
725,1080,20040,26-09-2021,05-10-2021,06-10-2021,6
726,1085,2804,15-09-2021,05-10-2021,07-10-2021,1
727,1075,20775,01-05-2021,18-05-2021,16-05-2021,5
728,1036,71720,29-08-2021,30-08-2021,29-08-2021,1
729,1099,23906,18-02-2021,01-03-2021,28-02-2021,7
730,1019,29026,20-06-2021,10-07-2021,11-07-2021,13
731,1020,71915,21-06-2021,02-07-2021,30-06-2021,10
732,1057,5108,09-05-2021,29-05-2021,30-05-2021,7
733,1018,29240,26-05-2021,22-06-2021,23-06-2021,10
734,1047,29055,25-01-2021,31-01-2021,01-02-2021,7
735,1049,22461,03-10-2021,16-10-2021,15-10-2021,11
736,1014,3254,10-04-2021,03-05-2021,01-05-2021,13
737,1015,12246,26-05-2021,30-05-2021,31-05-2021,13
738,1031,45700,16-07-2021,09-08-2021,08-08-2021,4
739,1001,8081,14-09-2021,23-09-2021,21-09-2021,11
740,1054,77440,05-02-2021,10-02-2021,08-02-2021,9
741,1003,31170,03-02-2021,17-02-2021,19-02-2021,5
742,1016,86188,21-10-2021,01-11-2021,02-11-2021,14
743,1087,54315,25-03-2021,27-03-2021,28-03-2021,1
744,1057,1044,25-01-2021,14-02-2021,15-02-2021,10
745,1075,48967,21-03-2021,01-04-2021,30-03-2021,2
746,1012,11070,19-06-2021,27-06-2021,29-06-2021,5
747,1074,41630,11-05-2021,28-05-2021,26-05-2021,3
748,1096,38550,16-05-2021,06-06-2021,05-06-2021,14
749,1016,13515,20-09-2021,24-09-2021,26-09-2021,11
750,1072,6283,19-02-2021,01-03-2021,02-03-2021,1
751,1076,37975,20-06-2021,06-07-2021,08-07-2021,2
752,1024,4809,08-10-2021,12-10-2021,10-10-2021,2
753,1028,98200,20-02-2021,28-02-2021,27-02-2021,1
754,1008,11250,30-06-2021,23-07-2021,21-07-2021,14
755,1092,71250,11-04-2021,06-05-2021,04-05-2021,12
756,1036,32115,19-03-2021,29-03-2021,31-03-2021,10
757,1090,45570,03-06-2021,15-06-2021,16-06-2021,11
758,1008,13485,27-03-2021,21-04-2021,22-04-2021,3
759,1058,2443,06-06-2021,03-07-2021,05-07-2021,13
760,1060,17205,09-07-2021,11-07-2021,10-07-2021,1
761,1050,35720,03-10-2021,25-10-2021,24-10-2021,3
762,1028,27213,13-08-2021,20-08-2021,19-08-2021,12
763,1092,80620,18-03-2021,05-04-2021,06-04-2021,14
764,1041,64053,16-09-2021,04-10-2021,02-10-2021,7
765,1100,5782,15-01-2021,01-02-2021,03-02-2021,13
766,1064,38408,06-08-2021,15-08-2021,17-08-2021,10
767,1027,31748,28-04-2021,30-04-2021,28-04-2021,8
768,1063,48180,29-09-2021,16-10-2021,14-10-2021,14
769,1017,37500,10-09-2021,04-10-2021,02-10-2021,8
770,1073,13050,06-02-2021,28-02-2021,01-03-2021,8
771,1033,6600,06-06-2021,18-06-2021,19-06-2021,5
772,1084,2418,07-06-2021,27-06-2021,28-06-2021,9
773,1077,78320,19-07-2021,07-08-2021,09-08-2021,7
774,1092,35502,23-06-2021,13-07-2021,14-07-2021,1
775,1029,91160,11-06-2021,05-07-2021,03-07-2021,6
776,1013,7600,02-09-2021,27-09-2021,26-09-2021,10
777,1046,21660,16-01-2021,09-02-2021,10-02-2021,13
778,1035,8381,24-01-2021,07-02-2021,05-02-2021,13
779,1006,64017,07-07-2021,21-07-2021,19-07-2021,13
780,1082,85960,27-01-2021,29-01-2021,27-01-2021,13
781,1069,18111,21-08-2021,11-09-2021,09-09-2021,10
782,1047,9840,07-03-2021,23-03-2021,21-03-2021,5
783,1025,8240,17-01-2021,19-01-2021,21-01-2021,8
784,1066,29046,14-03-2021,04-04-2021,05-04-2021,8
785,1010,7862,22-03-2021,02-04-2021,01-04-2021,2
786,1056,30290,02-05-2021,08-05-2021,07-05-2021,14
787,1030,6708,18-07-2021,31-07-2021,29-07-2021,2
788,1005,18707,08-10-2021,13-10-2021,15-10-2021,7
789,1033,9627,11-10-2021,03-11-2021,01-11-2021,7
790,1065,20020,16-05-2021,27-05-2021,25-05-2021,3
791,1018,74920,05-05-2021,21-05-2021,20-05-2021,3
792,1096,15460,16-07-2021,12-08-2021,13-08-2021,2
793,1049,75064,27-01-2021,03-02-2021,02-02-2021,6
794,1011,11618,18-04-2021,08-05-2021,07-05-2021,5
795,1085,18135,07-06-2021,30-06-2021,29-06-2021,9
796,1026,29160,31-07-2021,06-08-2021,08-08-2021,14
797,1063,15130,25-07-2021,06-08-2021,07-08-2021,11
798,1089,62106,17-03-2021,01-04-2021,30-03-2021,12
799,1086,39401,11-03-2021,04-04-2021,03-04-2021,1
800,1059,18013,21-06-2021,23-06-2021,21-06-2021,14
801,1027,2616,02-08-2021,17-08-2021,19-08-2021,7
802,1049,6381,05-10-2021,23-10-2021,24-10-2021,7
803,1077,37137,03-04-2021,16-04-2021,15-04-2021,5
804,1033,9280,10-04-2021,21-04-2021,20-04-2021,12
805,1098,36700,02-10-2021,03-10-2021,04-10-2021,1
806,1099,71571,01-08-2021,16-08-2021,14-08-2021,3
807,1001,13871,17-02-2021,03-03-2021,01-03-2021,1
808,1021,8451,13-10-2021,30-10-2021,31-10-2021,1
809,1055,4171,11-02-2021,25-02-2021,27-02-2021,10
810,1006,36504,22-03-2021,04-04-2021,02-04-2021,3
811,1092,59152,22-10-2021,24-10-2021,23-10-2021,13
812,1081,7197,09-07-2021,13-07-2021,14-07-2021,5
813,1069,45986,11-08-2021,01-09-2021,03-09-2021,10
814,1095,12940,04-03-2021,28-03-2021,27-03-2021,13
815,1005,91550,02-05-2021,17-05-2021,16-05-2021,12
816,1003,5352,02-02-2021,06-02-2021,05-02-2021,11
817,1053,58011,27-06-2021,05-07-2021,03-07-2021,12
818,1023,36110,15-03-2021,10-04-2021,09-04-2021,6
819,1053,29290,19-01-2021,22-01-2021,24-01-2021,10
820,1037,20031,25-09-2021,03-10-2021,05-10-2021,3
821,1074,30170,03-01-2021,10-01-2021,12-01-2021,12
822,1074,30690,05-09-2021,12-09-2021,11-09-2021,12
823,1083,64020,29-04-2021,04-05-2021,03-05-2021,11
824,1017,18160,04-01-2021,28-01-2021,29-01-2021,2
825,1085,3959,27-01-2021,22-02-2021,23-02-2021,14
826,1078,26125,16-08-2021,06-09-2021,08-09-2021,15
827,1073,2804,09-05-2021,05-06-2021,03-06-2021,12
828,1001,99200,09-01-2021,27-01-2021,28-01-2021,6
829,1051,69918,06-04-2021,28-04-2021,26-04-2021,6
830,1045,38413,22-03-2021,23-03-2021,22-03-2021,9
831,1077,8536,04-08-2021,20-08-2021,21-08-2021,5
832,1004,12215,06-09-2021,27-09-2021,26-09-2021,4
833,1062,91781,03-03-2021,20-03-2021,19-03-2021,2
834,1065,65067,23-02-2021,08-03-2021,09-03-2021,14
835,1032,6786,02-01-2021,07-01-2021,06-01-2021,7
836,1034,81270,18-08-2021,24-08-2021,26-08-2021,2
837,1092,87043,12-01-2021,27-01-2021,29-01-2021,7
838,1095,88430,02-01-2021,15-01-2021,17-01-2021,9
839,1072,7080,16-09-2021,27-09-2021,29-09-2021,4
840,1039,24358,30-06-2021,08-07-2021,06-07-2021,15
841,1026,22460,29-06-2021,12-07-2021,11-07-2021,9
842,1034,74973,10-01-2021,29-01-2021,27-01-2021,2
843,1054,74435,03-07-2021,09-07-2021,10-07-2021,1
844,1003,13208,26-09-2021,18-10-2021,20-10-2021,13
845,1050,6270,25-04-2021,22-05-2021,20-05-2021,6
846,1012,87260,17-09-2021,10-10-2021,09-10-2021,5
847,1065,55644,19-10-2021,04-11-2021,02-11-2021,11
848,1054,20720,24-09-2021,14-10-2021,15-10-2021,9
849,1005,29500,11-08-2021,01-09-2021,02-09-2021,10
850,1094,86055,08-04-2021,27-04-2021,26-04-2021,3
851,1094,5798,23-04-2021,02-05-2021,01-05-2021,15
852,1057,48970,11-04-2021,08-05-2021,07-05-2021,8
853,1017,9750,27-09-2021,18-10-2021,16-10-2021,3
854,1047,6540,10-08-2021,27-08-2021,25-08-2021,14
855,1023,20780,26-01-2021,02-02-2021,31-01-2021,5
856,1079,22753,13-01-2021,22-01-2021,21-01-2021,11
857,1085,17490,01-09-2021,10-09-2021,09-09-2021,14
858,1014,31741,16-03-2021,27-03-2021,26-03-2021,9
859,1066,90440,26-03-2021,09-04-2021,07-04-2021,11
860,1075,57071,09-04-2021,04-05-2021,06-05-2021,5
861,1051,25025,31-05-2021,20-06-2021,19-06-2021,8
862,1038,88056,11-10-2021,20-10-2021,21-10-2021,7
863,1064,4545,10-05-2021,18-05-2021,19-05-2021,9
864,1098,17207,29-03-2021,17-04-2021,19-04-2021,9
865,1038,1131,27-07-2021,30-07-2021,01-08-2021,6
866,1050,38500,11-04-2021,21-04-2021,20-04-2021,10
867,1098,5124,23-03-2021,07-04-2021,08-04-2021,15
868,1082,74936,31-03-2021,03-04-2021,05-04-2021,13
869,1030,12946,25-09-2021,20-10-2021,21-10-2021,9
870,1079,84450,01-08-2021,12-08-2021,13-08-2021,5
871,1091,31310,24-09-2021,08-10-2021,10-10-2021,14
872,1051,12030,26-09-2021,14-10-2021,13-10-2021,12
873,1063,4295,25-04-2021,07-05-2021,05-05-2021,1
874,1098,89705,25-03-2021,10-04-2021,12-04-2021,4
875,1052,31015,26-02-2021,27-02-2021,01-03-2021,15
876,1038,23515,20-05-2021,24-05-2021,26-05-2021,8
877,1097,12334,14-07-2021,02-08-2021,03-08-2021,14
878,1088,64605,31-03-2021,20-04-2021,19-04-2021,6
879,1079,45690,11-10-2021,20-10-2021,21-10-2021,9
880,1030,41940,19-02-2021,16-03-2021,14-03-2021,5
881,1051,18890,18-02-2021,10-03-2021,08-03-2021,2
882,1081,14015,05-07-2021,07-07-2021,08-07-2021,9
883,1005,30350,27-02-2021,05-03-2021,03-03-2021,5
884,1029,7031,16-08-2021,08-09-2021,10-09-2021,12
885,1004,5679,18-10-2021,13-11-2021,14-11-2021,4
886,1010,87250,22-09-2021,18-10-2021,19-10-2021,4
887,1056,5092,27-01-2021,20-02-2021,18-02-2021,3
888,1017,4117,20-04-2021,03-05-2021,05-05-2021,8
889,1074,36800,31-07-2021,11-08-2021,10-08-2021,10
890,1017,17514,21-06-2021,07-07-2021,06-07-2021,5
891,1084,38195,12-08-2021,14-08-2021,16-08-2021,11
892,1088,28909,09-04-2021,11-04-2021,12-04-2021,7
893,1069,36600,06-03-2021,14-03-2021,16-03-2021,12
894,1034,62115,11-10-2021,13-10-2021,14-10-2021,15
895,1006,27910,26-07-2021,15-08-2021,13-08-2021,11
896,1053,70390,14-03-2021,31-03-2021,29-03-2021,13
897,1066,92020,26-08-2021,17-09-2021,15-09-2021,6
898,1077,16430,30-06-2021,04-07-2021,06-07-2021,8
899,1043,13060,04-08-2021,14-08-2021,15-08-2021,7
